"os","device_type","device_score","device_cpu"," Native视频发流切片时长 "
"Android","v1932a",71,", rk30board",28226.433333
"Android","redmi note 7",81,"qualcomm 660",28043.95
"Android","lly-an00",80,"mediatek 6020",27861.683333
"Android","pchm10",84,"qualcomm technologies, inc sdm665 qcom",27858.35
"Android","pkb110",79,,27853.616667
"Android","tb372fc",75,,27835.95
"Android","sm-p613",86,,27799.416667
"Android","23043rp34g",93,,27688.4
"Android","pdym20",77,"mediatek 800u",27617.733333
"Android","got-al09",89,,27596.616667
"Android","24117rk2cc",96,"qualcomm 8 Gen 3",27564.466667
"Android","ang-an00",84,,27564.316667
"Android","a2",65,,27439.283333
"Windows","BOHB-WAX9",70,"Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz",27423.633333
"Android","foa-al00",89,,27419.883333
"Android","koz-al00",73,"unisoc t610",27383.1
"Windows","HP EliteBook 640 14 inch G10 Notebook PC",72,"13th Gen Intel(R) Core(TM) i7-1355U",27155.4
"Android","opd2417",75,,27150.266667
"Android","nco-al00",85,"qualcomm 778g",27135.983333
"Windows","HP Laptop 14s-cr2xxx",70,"Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz",27135.65
"Android","peqm00",80,"mediatek 1080",27114.05
"Android","redmi note 8",84,"qualcomm technologies, inc trinket qcom",27042.883333
"Android","tas-an00",84,", kirin990",27009.683333
"Android","tb330xu",72,,26930.066667
"Android","tb330fu",72,,26915.016667
"iOS","iPhone14,4",94,,26872.666667
"Android","phj110",75,,26773.533333
"Android","lna-al00",92,"qualcomm 8+ gen 1",26760.283333
"Windows","82LM",78,"AMD Ryzen 5 5500U with Radeon Graphics         ",26732.266667
"Android","22127rk46c",86,"xiaomi 22127rk46c  qcom",26707.533333
"Android","25091rp04c",97,,26664.666667
"Android","wgr-an19",88,,26561.3
"Android","noh-an01",88,,26536.3
"iOS","iPhone17,4",-1,,26425.5
"Android","24069ra21c",92,"qualcomm 8s Gen 3",26392.8
"Android","phm110",85,"qualcomm 778g",26379.3
"Android","readboy_c30",89,,26299.85
"Android","v2220a",81,"google rk3588s  pd2220",26105.033333
"Android","2410dpn6cc",97,", qcom",26078.966667
"iOS","iPhone15,4",66,,25997.016667
"iOS","iPhone11,6",-1,,25982.833333
"Android","wlz-an00",88,"kirin 990",25949.15
"Android","sm-g9750",88,"qualcomm 855",25772.333333
"Android","tgr-w10",91,"kirin 9000",25742.766667
"iOS","iPhone15,2",66,,25716.05
"Android","blk-al80",86,"kirin 8000",25713.75
"Windows","82GL",76,"AMD Ryzen 7 4800U with Radeon Graphics         ",25658.933333
"Android","25032rp42c",76,,25658.783333
"Android","ld2022002",74,"helio p65",25558.933333
"Android","pftm20",75,"MT6833V/PNZA, mt6833",25490.683333
"Android","oce-an10",88,,25460.516667
"Android","pkm110",79,,25398.416667
"Android","24069ra21c",89,,25372.283333
"Windows","82JQ",97,"AMD Ryzen 7 5800H with Radeon Graphics         ",25367.916667
"Android","rea-an00",86,"qualcomm 7 gen 1",25355.583333
"Android","dby-w09",89,"qualcomm 865",25354.8
"Android","lio-an00",84,", kirin990",25297.333333
"Windows","KLVG-XX",76,"13th Gen Intel(R) Core(TM) i5-1340P",25198.833333
"Android","t3",89,,25148.183333
"Android","blk-al80",71,", Kirin8000",25109.6
"Android","rol-w00",79,,25088.3
"Android","22101316c",82,"mediatek 1080",24952.25
"Android","x6b",71,,24805.333333
"Android","plr-al50",71,,24642.25
"Android","noh-an01",91,"kirin 9000",24590.85
"Android","v2230a",76,"mediatek 700",24511.083333
"Android","lge-an00",89,,24411.166667
"Android","hma-al00",84,,24360.8
"Android","23049rad8c",89,,24303.05
"Android","v2323a",89,,24300.866667
"Windows","82B6",94,"AMD Ryzen 7 4800H with Radeon Graphics         ",24259.616667
"Android","v2219a",79,"mediatek 930",24150.516667
"Windows","ASUS Zenbook 14 UX3405MA_UX3405MA",82,"Intel(R) Core(TM) Ultra 9 185H",24126.15
"Android","eamey-a01",74,"unisoc t610",24113.95
"Android","25053rt47c",93,,24090.166667
"Android","m2007j17c",82,"qualcomm 750g",24068.716667
"Android","v2241a",75,,24045.633333
"Android","bre-al80",69,,24031.283333
"Android","v2410a",83,"qualcomm 6 Gen 1",23989.666667
"Windows","83AN",97,"AMD Ryzen 7 7735HS with Radeon Graphics        ",23794.266667
"MAC","MacBookPro16,1",70,,23781.3
"Android","23113rkc6c",94,"qualcomm 8 Gen 2",23751.216667
"Android","phw110",89,,23750.733333
"Android","lenovo tb-j606f",82,,23745.666667
"Android","sm-n9860",71,,23648.9
"Windows","WRTD-WXX9",82,"11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz",23620.266667
"Android","dio-an00",76,"mediatek 700",23612.016667
"iOS","iPad12,2",90,,23534.05
"iOS","iPhone18,2",66,,23505.066667
"Android","25097rp43c",93,,23491.25
"Android","bong pro",75,,23442.15
"Android","2407frk8ec",92,"mediatek 9300",23401.333333
"Android","jad-al50",88,,23367.833333
"iOS","iPhone16,1",66,,23330.8
"Android","eln-w09",86,,23326.866667
"Android","pgbm10",75,,23281.433333
"iOS","iPad16,3",98,,23266.083333
"Android","lsa-an00",85,"qualcomm 778g",23164.216667
"Android","eve-al00",79,"kirin 710",23158.683333
"Android","oppo r11s",86,,23080.1
"Android","eamey-a01",72,"Unisoc T610",23053.233333
"Android","grl-al10",71,,22965.016667
"Android","nth-an00",85,"qualcomm 778g",22901.466667
"Android","maa-an10",93,,22882.966667
"Android","bvl-an00",93,,22855.133333
"Windows","HP ProBook 440 G7",70,"Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz",22848.083333
"Android","2410dpn6cc",97,,22841.65
"Android","v2353a",83,"qualcomm 6 Gen 1",22832.333333
"Android","v2057a",76,"mediatek 720",22780.933333
"Android","sm-x800",89,,22730.566667
"Android","m2012k11ac",89,"qualcomm 865",22710.616667
"Windows","HP ProBook 455 G7",66,"AMD Ryzen 5 4500U with Radeon Graphics         ",22669.75
"Android","v2443a",81,"mediatek mt6835  mt6835",22657.233333
"MAC","Mac14,7",-1,,22626.966667
"Android","bah-w09",82,,22619.533333
"Android","hebe-bd00",85,"qualcomm 778g",22619.216667
"Android","v2429a",89,,22598.766667
"Android","dnn-an00",89,,22582.95
"Android","pbam00",74,"qualcomm 450",22577.866667
"Android","phw110",89,"Qualcomm Technologies, Inc SDM778G, qcom",22557.5
"Android","zpd1201",69,,22545.066667
"Android","sea-al10",84,,22544.25
"Windows","21CUA05YCD",78,"AMD Ryzen 5 5600U with Radeon Graphics         ",22541.633333
"Windows","MS-7D48",84,"12th Gen Intel(R) Core(TM) i5-12400F",22518.5
"Windows","Inspiron 3470",78,"Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz",22517.383333
"Android","ada-al00u",69,,22475.4
"Android","pemm00",76,"mediatek 700",22459.85
"Windows","83LY",82,"Intel(R) Core(TM) i7-14650HX",22456
"iOS","iPhone17,5",100,,22445.65
"Android","pje110",93,,22410.816667
"Android","pbem00",85,,22407.233333
"Android","v2357a",81,"mediatek mt6835  mt6835",22378.766667
"MAC","Mac14,3",85,,22371.166667
"Windows","82B6",90,"AMD Ryzen 5 4600H with Radeon Graphics         ",22349.083333
"Android","v2353da",83,"qualcomm 6 Gen 1",22294.3
"iOS","iPad16,3",66,,22259.9
"Android","pla110",89,"mediatek 8300",22240.45
"Android","v2364a",89,,22231.416667
"Android","mna-al00",94,"qualcomm 8+ gen 1",22200.033333
"Android","mga-al40",79,"kirin 710",22167.933333
"Windows","VivoBook_ASUSLaptop M3400QA_M3400QA",97,"AMD Ryzen 7 5800H with Radeon Graphics         ",22122.35
"Windows","Swift SF314-56",64,"Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz",22110.05
"Android","amm-an00",89,,22103.783333
"Windows","82WK",82,"13th Gen Intel(R) Core(TM) i9-13900HX",22047.283333
"Android","any-an00",89,,21974.333333
"Android","sm-t870",93,,21929.816667
"Android","lya-al10",86,"kirin 980",21885.333333
"Windows","Inspiron 3501",76,"11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz",21873.833333
"Android","rk3588_s",71,", rk30board",21769.666667
"Android","cmr-al09",68,,21751.8
"Android","21091116uc",81,"mediatek 1080",21730
"Android","jdn2-w09",81,,21684.883333
"Android","jad-al00",89,,21683.65
"Android","ali-an00",89,"SM6450, qcom",21649.316667
"Windows","21TK",72,"Intel(R) Core(TM) Ultra 5 225H",21646.45
"Android","pjb110",75,,21630.883333
"Android","readboy_c70pro",72,,21629.016667
"Android","v2183a",75,,21596.916667
"Android","phq110",83,"qualcomm 695",21554.966667
"Windows","83K9",97,"AMD Ryzen 7 8745HS w/ Radeon 780M Graphics     ",21544.383333
"Android","opd2404",93,,21424.366667
"Windows","82UU",97,"AMD Ryzen 7 6800HS Creator Edition",21364.75
"Android","ags3k-w10",77,,21352.1
"Android","fin-al60",89,,21325.8
"Android","v2429a",88,"qualcomm 7 Gen 3",21320.633333
"Android","pjt110",83,"qualcomm 695",21296.816667
"Android","bah4-w39",77,,21223.266667
"Android","pegm00",84,"qualcomm 765g",21148
"Android","redmi note 8 pro",75,"MT6785V/CC, mt6785",21074.966667
"Android","pjv110",79,,21005.066667
"Windows","Inspiron 15 5510",76,"11th Gen Intel(R) Core(TM) i5-11300H @ 3.10GHz",20976.416667
"Android","v2318a",78,"mediatek 6020",20964.933333
"Android","cha-al80",79,"kirin 710",20944.066667
"Android","v2354a",83,"qualcomm 4 Gen 2",20798.633333
"Android","fne-an00",86,"qualcomm 778g",20765.283333
"Android","v2279a",75,,20691.616667
"Android","yxp u-2305a",75,,20662.416667
"Android","s3 pros",73,,20628.9
"iOS","iPhone11,8",-1,,20597.216667
"Windows","U6",97,"AMD Ryzen 7 7735H with Radeon Graphics",20584.316667
"Windows","System Product Name",97,"13th Gen Intel(R) Core(TM) i7-13700KF",20567.466667
"Android","21091116ac",75,,20480.4
"Android","krj2-an00",75,,20480.383333
"Android","2312dra50c",89,,20473.483333
"Windows","ENZH-XX",82,"Intel(R) Core(TM) Ultra 9 185H",20454.05
"Android","slg-w10",69,,20446.833333
"Android","ipa2375",79,,20395.116667
"Android","alt-an00",89,,20393.6
"Android","v2364a",88,"qualcomm 7 Gen 3",20364.666667
"Android","peqm00",75,,20336.416667
"Windows","HKF-WXX",88,"12th Gen Intel(R) Core(TM) i5-12500H",20330.9
"Android","pjz110",97,,20316.25
"Android","pjh110",87,"mediatek 8200",20297.916667
"Windows","81XD",70,"AMD Ryzen 5 3550H with Radeon Vega Mobile Gfx  ",20295.483333
"Android","mro-w10",71,,20236.666667
"Android","jef-an20",86,"kirin 985",20194.5
"Android","25040rp0ag",75,,20156.716667
"MAC","Mac14,9",-1,,20146.55
"Android","foa-al00",85,"qualcomm 778g",20142.266667
"Android","pgcm10",80,"mediatek 810",20087.066667
"Android","ady-al00",91,"kirin 9000S",20021.133333
"Android","v2046a",71,,20009.7
"Android","jef-an00",84,,20000.95
"Android","hdn-w09",68,,19923.933333
"Windows","WUJIE14 PRO",97,"AMD Ryzen 9 7940HS w/ Radeon 780M Graphics     ",19921.283333
"Android","lra-al00",81,"kirin 710",19889.516667
"Android","eln-w09",80,"qualcomm 680",19875.35
"Windows","20YN",97,"AMD Ryzen 7 5800H with Radeon Graphics         ",19862.083333
"Android","v2073a",87,"qualcomm sm7250 qualcomm technologies, inc sm7250 qcom",19834.483333
"Android","mi 10",89,"qualcomm 865",19756.733333
"iOS","iPad16,5",98,,19744.45
"Windows","WUJIE 14",97,"12th Gen Intel(R) Core(TM) i5-12500H",19708.2
"Android","oce-an50",88,"kirin 990",19655.583333
"Windows","82L5",97,"AMD Ryzen 7 5800H with Radeon Graphics         ",19615.483333
"Android","alt-al10",91,"kirin 9000S",19547.733333
"Android","v2408a",97,,19495.15
"Android","rep-an00",89,,19489.15
"Windows","System Product Name",93,"AMD Ryzen 5 9600X 6-Core Processor             ",19481.7
"MAC","Mac15,3",-1,,19435.283333
"Android","stg-al00",83,"qualcomm 680",19405.35
"Android","hbn-al80",92,"kirin 9010",19350.933333
"Windows","82YX",78,"AMD Ryzen 5 7430U with Radeon Graphics         ",19347.55
"Android","phz110",79,,19246.45
"Android","sm-p615",81,,19233.95
"Windows","System Product Name",97,"Intel(R) Core(TM) i7-14700KF",19194.716667
"Android","dco-al00",94,"qualcomm 8+ gen 1",19189.566667
"Android","jer-an10",84,,19131.383333
"Android","penm00",89,"qualcomm 865",19077.383333
"Android","pjb110",78,"mediatek 6020",19049.066667
"Android","redmi note 8 pro",77,"helio g90t",18992.066667
"iOS","iPad12,1",-1,,18969.966667
"Android","tx20_c10s",68,,18889.483333
"Windows","System Product Name",84,"12th Gen Intel(R) Core(TM) i5-12400F",18879.9
"Android","v2046a",89,"exynos 1080",18809.633333
"Android","rky-an00",76,"mediatek 700",18804.516667
"Windows","ZenBook UX363EA_UXF3000EA",82,"11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz",18791.383333
"MAC","MacBookPro18,3",85,,18776.783333
"Android","els-an10",88,"kirin 990",18775.066667
"iOS","iPad13,2",92,,18762.533333
"Android","bal-al80",89,"qualcomm 888",18669.5
"Android","pgt-an00",93,,18663.75
"Android","v2444a",89,", qcom",18654.416667
"Android","v2464a",89,,18646.4
"Android","sm-x110",73,,18612.45
"Android","plr-al30",86,"hisilicon kirin  kirin9020",18601.666667
"Android","v2241a",87,"mediatek 9200",18591.933333
"Windows","83D3",97,"AMD Ryzen 7 8845H w/ Radeon 780M Graphics",18576.85
"Android","cdy-tn20",84,"vendor Kirin820, kirin820",18539.333333
"Android","nam-al00",89,,18538.683333
"MAC","Mac16,10",89,,18536.016667
"Windows","82RF",88,"12th Gen Intel(R) Core(TM) i7-12700H",18532.233333
"Windows","HP ZHAN 66 Pro A 14 G4 Notebook PC",76,"AMD Ryzen 7 5800U with Radeon Graphics         ",18470.4
"Android","amp-an00",89,,18452.95
"iOS","iPad13,16",-1,,18401.633333
"Android","bzt3-w09",81,,18341.566667
"Windows","System Product Name",93,"AMD Ryzen 5 3600 6-Core Processor              ",18318.783333
"iOS","iPad13,18",-1,,18302.166667
"Android","rmo-an00",89,,18194.766667
"Android","v2359a",79,,18182.733333
"iOS","iPad4,4",60,,18179.266667
"Android","rmo-an00",83,"qualcomm 695",18175.35
"Android","opd2102",86,,18131.8
"Android","txz-w20",71,,18092.15
"Android","pggm10",83,"qualcomm 695",18087.3
"Android","alp-an00",92,"qualcomm 8+ gen 1",18076.316667
"Android","bzt3-al00",81,,18057.316667
"Android","vog-al00",84,,18042.4
"Android","v2415a",86,"mediatek mt6991  mt6991",17989.983333
"Android","v2057a",72,,17977.35
"iOS","iPhone13,1",-1,,17895.566667
"Android","jdy-an00",81,"mediatek mt6835 mt6835 mt6835",17878.666667
"Android","22127rk46c",89,", qcom",17844.6
"iOS","iPad6,4",82,,17811.516667
"Windows","",72,"12th Gen Intel(R) Core(TM) i5-12450H",17809.566667
"Android","2312crad3c",85,"qualcomm 7s Gen 2",17808.216667
"Android","pkv110",81,"mediatek mt6835  mt6835",17754.766667
"Android","23124rn87c",81,"mediatek mt6835  mt6835",17711.683333
"Windows","Nitro N50-610",90,"Intel(R) Core(TM) i5-10400F CPU @ 2.90GHz",17683.9
"Android","bve-w10",86,,17676.9
"Android","2407frk8ec",79,,17617.383333
"Android","pftm20",80,"mediatek 810",17607.366667
"Android","x3_5g",89,,17603.066667
"Android","lenovo yt-k606f",93,,17590.916667
"Android","v2241ha",90,"mediatek 9200",17586.6
"Android","aka-al10",79,"kirin 710",17571.633333
"Android","yxp u-2404a",75,,17567.083333
"Windows","H470M K",90,"Intel(R) Core(TM) i5-10400F CPU @ 2.90GHz",17560.516667
"Android","lio-al00",88,"kirin 990",17560.216667
"Android","mi 9",88,"qualcomm 855",17543.483333
"Android","ptp-an00",97,,17542.566667
"Windows","System Product Name",85,"Intel(R) Core(TM) i7-7700 CPU @ 3.60GHz",17542.2
"Android","oce-an50",84,,17533.466667
"Android","sm-x700",89,,17522.616667
"Android","clk-an00",75,,17514.016667
"Android","alp-an00",89,,17475
"Android","pje110",94,"qualcomm 8 Gen 2",17414.283333
"Android","lya-al00",84,"Kirin 980",17395.783333
"Windows","82R4",78,"AMD Ryzen 5 5500U with Radeon Graphics         ",17362.166667
"Windows","Latitude 3420",64,"11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz",17354.233333
"Windows","21HX",88,"13th Gen Intel(R) Core(TM) i5-13500H",17344.85
"Windows","21KJ",76,"AMD Ryzen 7 7730U with Radeon Graphics         ",17340.866667
"Android","dnp-an00",93,,17338.916667
"Android","ver-an10",93,,17335.016667
"Windows","Redmi Book Pro 14S",78,"AMD Ryzen 5 5625U with Radeon Graphics         ",17334.783333
"Windows","BRN-FXXC",72,"12th Gen Intel(R) Core(TM) i5-12450H",17323.116667
"Android","tb350fu",75,,17275.833333
"iOS","iPad8,10",88,,17244.95
"Android","rte-al00",89,"Qualcomm 778G",17199.183333
"Android","22122rk93c",87,"mediatek 8200",17194.166667
"Android","pgt-an10",93,,17182.683333
"Windows","83DD",97,"AMD Ryzen 7 8745H w/ Radeon 780M Graphics",17100.683333
"Android","bzt4-al10",89,,17082.716667
"Android","pkg110",96,"qualcomm 8 Gen 3",17080.85
"Android","v2203a",93,,17067.7
"Android","pacm00",72,,16941.516667
"Android","2411drn47c",89,,16902.166667
"Android","ndl-l09",86,,16821
"Android","xpt21y",72,,16778.966667
"Android","hlk-al10",84,"Kirin 810",16748.8
"Android","jdy-an00",75,"MT6835, mt6835",16698.383333
"MAC","Mac15,12",-1,,16679.433333
"Windows","21HW",82,"13th Gen Intel(R) Core(TM) i7-13700H",16636.616667
"Android","mlr-al10",71,,16630.566667
"Android","hlk-al00",85,"vendor kirin810 kirin810",16599.116667
"Android","scmr-al09",84,,16566.966667
"Windows","81J8",64,"Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz",16551.25
"Android","v2244a",93,,16543.116667
"Windows","HP ProBook 440 G8",76,"11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz",16518.466667
"iOS","iPad6,8",82,,16517.566667
"Android","sm-t970",93,,16513.866667
"Android","snl02",89,"Qualcomm Technologies, Inc QCS8250, qcom",16467.816667
"Android","abr-al00",89,"qualcomm 888",16452.016667
"Windows","90VH002ACP",88,"13th Gen Intel(R) Core(TM) i5-13400F",16407.366667
"Android","p770",72,,16399.65
"Android","cdy-an00",84,,16372.433333
"Windows","Inspiron 15 3511",76,"11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz",16365.333333
"Android","pcam10",76,"helio p60",16312.6
"Android","v2415a",79,,16297.216667
"Android","brq-an00",84,,16296.883333
"Android","lrt-w00",71,,16201.166667
"Android","v2002a",84,"pd2019 board based on samsung exynos880 exynos880",16199.55
"MAC","Mac16,12",-1,,16042.466667
"Android","agr-w09hn",77,,16013.783333
"Android","maa-an10",94,"qualcomm 8 Gen 2",16009.05
"Android","v2458a",79,,15992.85
"Windows","HP Z2 Tower G5 Workstation",94,"Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz",15968.05
"Android","kimi m7",72,,15960.233333
"Android","ctr-al20",83,"qualcomm 680",15959.55
"Android","v2121a",75,,15928.35
"Android","pfjm10",89,,15921.65
"Android","tb138fc",93,,15916.85
"Android","nco-al00",89,,15847.416667
"Android","v2354a",89,,15832.833333
"Windows","DRR-WXX",72,"12th Gen Intel(R) Core(TM) i7-1260U",15801.333333
"Android","25099rp13g",89,,15755.816667
"Windows","KPRC-WX0",70,"AMD Ryzen 5 3500U with Radeon Vega Mobile Gfx  ",15737.466667
"Android","23046pnc9c",79,,15719
"Android","s132cm",75,,15713.4
"Android","pjy110",75,,15709.483333
"Android","sea-al10",84,"Kirin 980",15649.45
"Android","lmr-al00",84,,15584.05
"Android","lenovo tb-j616f",75,,15581.766667
"Windows","HP Envy x360 2-in-1 Laptop 14-fa0xxx",97,"AMD Ryzen 7 8840HS w/ Radeon 780M Graphics     ",15573.966667
"Android","m2012k11ac",93,,15571.916667
"Android","penm00",93,,15531
"Android","mao-al00",83,"qualcomm 680",15529.233333
"Android","v2271a",89,"Qualcomm 695",15521.833333
"Android","p7",72,,15513.9
"Windows","81YR",78,"AMD Ryzen 5 4600U with Radeon Graphics         ",15504.116667
"Android","max2.0s",72,,15494.566667
"Android","m2007j17c",89,,15494.083333
"Android","dnp-an00",96,"qualcomm 8 Gen 3",15480.283333
"Android","oppo r11st",86,,15466.533333
"Android","xd-sdb21-2401",68,,15446.083333
"Android","rol-w60",79,,15441.05
"Android","pjc110",89,,15439.516667
"Windows","S40-51",70,"Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz",15416
"Android","v2323a",88,"qualcomm 7 Gen 3",15328.05
"Android","mrt-al10",84,,15314.116667
"Windows","Latitude 7480",74,"Intel(R) Core(TM) i7-7600U CPU @ 2.80GHz",15306.7
"Android","24129rt7cc",79,,15298.433333
"Android","pkm110",89,"mediatek 8300",15278.3
"Android","v2002a",84,"pd2002 board based on samsung exynos880 exynos880",15272.216667
"iOS","iPad13,5",92,,15268.7
"Windows","MS-7C09",78,"Intel(R) Core(TM) i5-9400 CPU @ 2.90GHz",15256.616667
"Android","2410dpn6cc",93,"qti sm8750  qcom",15238.2
"Android","hbp-al00",92,"kirin 9010",15229.033333
"Android","zte 7543n",77,"unisoc t760",15210.85
"Android","v2405a",79,,15199.366667
"Android","kkg-an00",77,"mediatek 800",15180.95
"Android","f1a600",69,,15167.75
"Android","lmr-al10",84,,15166.266667
"Android","jer-an20",84,,15122.3
"iOS","iPhone14,8",-1,,15118.483333
"Android","jsn-al00a",81,"Kirin 710",15112.166667
"Android","23054ra19c",87,"mediatek 8200",15094.466667
"Android","lenovo tb223fc",69,,15078.933333
"Windows","System Product Name",93,"AMD Ryzen 5 5600X 6-Core Processor             ",15071.05
"Android","elp-an00",89,,15064.766667
"Android","v2072a",75,,15063.383333
"MAC","MacBookPro18,3",-1,,15060.25
"Android","v1824a",88,"qualcomm 855",15056.066667
"Android","ctr-al20",89,,15055.233333
"Android","gla-al00",89,,15005.816667
"Android","rep-an00",92,"qualcomm 8+ gen 1",14985.566667
"Android","bah3-w59",84,"kirin 820",14961.45
"Android","v2272a",83,"qualcomm 695",14918.25
"iOS","iPad11,6",-1,,14905.583333
"Windows","30DBA1HBCD",93,"Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz",14898.883333
"Android","2510era8bc",87,"qti sm7635  qcom",14889.583333
"Android","eli-an00",88,"qualcomm 7 Gen 3",14876.966667
"Android","22041211ac",75,,14864.116667
"Android","22081283g",75,,14837.65
"Android","v2348",88,"qualcomm 7 Gen 3",14824.7
"Android","v2444a",83,"qualcomm 4 Gen 2",14821.233333
"Android","tb320fc",93,,14819.183333
"Android","jef-an20",84,,14797.316667
"Android","mi 10",89,,14768.766667
"Windows","MS-7D23",90,"Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz",14761.566667
"Android","pjv110",87,"mediatek 8200",14754.8
"Android","pfum10",89,"Qualcomm 695",14744.55
"Android","readboy_c35",72,,14732.066667
"Android","m2004j7ac",82,"mediatek 820",14689.95
"Android","24115ra8ec",89,,14655.95
"Android","32x8n-pro",75,,14650.983333
"Android","redmi note 8",81,"qualcomm technologies, inc trinket qcom",14641.966667
"Android","noh-al10",88,,14636
"Android","pdym20",72,,14617.55
"Android","eln-l09",86,,14605.3
"Android","m2105k81ac",-1,,14592.15
"Android","jdn2-w09hn",81,,14580.216667
"MAC","MacBookPro16,1",-1,,14571.233333
"Android","ags3-al09hn",77,,14568.25
"Android","vog-al10",84,,14565.816667
"Android","v1901a",73,"MT6765V/CB, mt6765",14542.7
"Windows","",88,"Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz",14533.35
"Android","jdy-an00",75,,14525.65
"Android","v2244a",89,"qualcomm 865",14500.7
"Android","21091116ac",75,"MT6833P, mt6833",14494.433333
"Android","abr-al00",89,"SM8325, qcom",14482.85
"Android","sm-x610",71,,14458.583333
"Android","agm3-al09hn",69,,14457.733333
"Android","phw110",85,"qualcomm 778g",14451.2
"Android","ada-al00",86,"kirin 8000",14440
"Android","gar-an60",75,,14436.316667
"Android","g30",72,,14419.733333
"Android","fin-al60a",89,,14373.95
"Android","v2357a",75,,14369.45
"Android","btv-w09",68,,14368.366667
"Android","m2007j22c",77,"mediatek 800u",14350.25
"Android","25080rabdc",82,"mediatek mt6878  mt6878",14346.416667
"Android","hlk-al00",82,"vendor kirin810 kirin810",14309.183333
"Android","pjc110",87,"qualcomm 782g",14289.033333
"Android","ags3k-w00",77,,14269.866667
"iOS","iPad13,7",92,,14253.716667
"Android","mro-w00",85,"hisilicon kirin  kirint91",14241.8
"Windows","OptiPlex 3060",93,"Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz",14241.133333
"Android","sm-t736b",89,,14221.55
"Android","pal-al00",89,,14202.1
"Android","v2020a",89,"Qualcomm Technologies, Inc SM7250, qcom",14158.933333
"Android","hed-al00",71,,14153.4
"Android","22101317c",85,,14149.1
"Android","v1981a",89,"Qualcomm 865",14141.833333
"Android","25060rk16c",79,,14132.566667
"Android","xk-12",72,,14129.633333
"Windows","OptiPlex 3070",78,"Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz",14128.616667
"Android","pka110",89,,14126.733333
"Android","c310ch",72,,14117.766667
"Android","v2352a",92,"qualcomm 8s Gen 3",14106.816667
"Android","v2361a",88,"qualcomm 7 Gen 3",14087.45
"Windows","81UW",70,"AMD Ryzen 5 3500U with Radeon Vega Mobile Gfx  ",14081.966667
"Windows","80XL",68,"Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz",14010.633333
"Android","rk3399-nextclass",64,,13998.3
"MAC","Mac14,15",-1,,13982.316667
"Android","24074rpd2c",89,,13942.816667
"Android","sm-x210",89,,13935.883333
"Windows","83JQ",70,"Intel(R) Core(TM) Ultra 7 258V",13930.95
"Android","phz110",90,"mediatek 9300",13896.016667
"Android","hry-al00a",80,"kirin 710",13849.566667
"Android","ipa2475",79,,13843
"Windows","80Y3",74,"Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz",13826.166667
"Android","plus2.0-2.0s",72,,13819.1
"Android","sp200",76,"mediatek 720",13810.216667
"Android","chg-w60",93,,13789.45
"iOS","iPad16,2",98,,13777.533333
"Android","stg-al00",89,"Qualcomm Technologies, Inc KHAJE, qcom",13774.066667
"Android","v2318a",75,", mt6833",13740.416667
"Android","21091116c",81,"mediatek 1080",13729.816667
"Android","sdy-an00",84,"mediatek 8100",13719.133333
"Android","dm2023666",68,,13684.85
"Android","dio-an00",75,,13634.483333
"Android","t10",72,,13631.633333
"Android","lem-al00",91,"kirin 9000S",13617.466667
"Windows","Inspiron 5480",64,"Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz",13597.5
"Android","23116pn5bc",96,"qualcomm 8 Gen 3",13587.283333
"Android","vne-an00",86,,13583.05
"Android","rmx3946",75,,13578
"Android","clt-al00",84,,13577.483333
"Android","ebg-an00",88,"kirin 990",13576.05
"Android","v2425a",93,,13553.033333
"Android","rna-an00",89,"Qualcomm 778G",13550.133333
"Android","v2464a",87,"qti sm7750  qcom",13545.283333
"Android","ipa2453",89,,13538.083333
"MAC","MacBookPro18,1",89,,13532.5
"Windows","H610M4-PLUS",84,"12th Gen Intel(R) Core(TM) i5-12400F",13512.55
"Windows","81NJ",70,"AMD Ryzen 5 3500U with Radeon Vega Mobile Gfx  ",13506.866667
"Android","vde-al10",84,,13506.4
"Android","pgfm10",75,,13495.483333
"Android","v2244a",93,"Qualcomm 865",13442.583333
"Android","bkl-al20",83,"kirin 970",13426.4
"Android","clk-an00",80,"mediatek 6020",13423.116667
